Time1,Time2,Mech Data,new_column
25.34,37.45,0.032240964,
25.35,37.47,0.030168675,0.034240964
25.36,37.48,0.030168675,0.032554217
25.37,37.5,0.030168675,
25.38,37.51,0.030168675,0.032554217
25.39,37.53,0.02846988,0.032554217
25.4,37.54,0.02846988,
25.41,37.56,0.02846988,0.032554217
25.42,37.57,0.02846988,0.031674699
25.43,37.59,0.027759036,
25.44,37.6,0.027759036,0.031674699
25.45,37.62,0.027759036,0.031674699
25.46,37.63,0.027759036,0.031674699
25.47,37.65,0.02739759,
25.48,37.66,0.02739759,0.030108434
25.49,37.67,0.02739759,
25.5,37.69,0.02739759,0.030108434
25.51,37.7,0.027722892,0.030108434
25.52,37.72,0.027722892,0.030108434
25.53,37.73,0.027722892,
25.54,37.75,0.027722892,0.028650602
25.55,37.76,0.028662651,0.028650602
25.56,37.78,0.028662651,
25.57,37.79,0.028662651,0.028650602
25.58,37.81,0.028662651,0.028650602
25.59,37.82,0.029795181,
25.6,37.84,0.029795181,0.028180723
25.61,37.85,0.029795181,0.028180723
25.62,37.87,0.029795181,
25.63,37.88,0.032445783,0.028180723
25.64,37.9,0.032445783,0.028180723
25.65,37.91,0.032445783,
25.66,37.92,0.032445783,0.027843373
25.67,37.94,0.034,0.027843373
25.68,37.96,0.034,
25.69,37.97,0.034,0.027843373
25.7,37.98,0.034,0.027843373
25.71,38,0.035771084,
25.72,38.01,0.035771084,0.028650602
25.73,38.03,0.035771084,0.028650602
25.74,38.04,0.035771084,0.028650602
25.75,38.06,0.037277108,
25.76,38.07,0.037277108,0.028650602
25.77,38.09,0.037277108,
25.78,38.1,0.037277108,0.029421687
25.79,38.12,0.039698795,0.029421687
25.8,38.13,0.039698795,0.029421687
25.81,38.15,0.039698795,
25.82,38.16,0.039698795,0.029421687
25.83,38.18,0.04113253,0.031036145
25.84,38.19,0.04113253,
25.85,38.21,0.04113253,0.031036145
25.86,38.22,0.04113253,0.031036145
25.87,38.24,0.041048193,
25.88,38.25,0.041048193,0.031036145
25.89,38.27,0.041048193,0.033204819
25.9,38.28,0.041048193,
25.91,38.29,0.040771084,0.033204819
25.92,38.31,0.040771084,0.033204819
25.93,38.32,0.040771084,
25.94,38.34,0.040771084,0.033204819
25.95,38.35,0.039313253,0.03460241
25.96,38.37,0.039313253,
25.97,38.38,0.039313253,0.03460241
25.98,38.4,0.039313253,0.03460241
25.99,38.41,0.03786747,
26,38.43,0.03786747,0.03460241
26.01,38.44,0.03786747,0.036325301
26.02,38.46,0.03786747,0.036325301
26.03,38.47,0.035759036,
26.04,38.49,0.035759036,0.036325301
26.05,38.5,0.035759036,
26.06,38.52,0.035759036,0.036325301
26.07,38.53,0.034216867,0.037638554
26.08,38.54,0.034216867,0.037638554
26.09,38.56,0.034216867,
26.1,38.58,0.034216867,0.037638554
26.11,38.59,0.03239759,0.037638554
26.12,38.6,0.03239759,
26.13,38.62,0.03239759,0.039542169
26.14,38.63,0.03239759,0.039542169
26.15,38.65,0.031024096,
26.16,38.66,0.031024096,0.039542169
26.17,38.68,0.031024096,0.039542169
26.18,38.69,0.031024096,
26.19,38.71,0.028855422,0.040204819
26.2,38.72,0.028855422,0.040204819
26.21,38.74,0.028855422,
26.22,38.75,0.028855422,0.040204819
26.23,38.77,0.027686747,0.040204819
26.24,38.78,0.027686747,
26.25,38.8,0.027686747,0.040457831
26.26,38.81,0.027686747,0.040457831
26.27,38.83,0.027337349,
26.28,38.84,0.027337349,0.040457831
26.29,38.85,0.027337349,0.040457831
26.3,38.87,0.027337349,
26.31,38.88,0.02753012,0.040060241
26.32,38.9,0.02753012,0.040060241
26.33,38.91,0.02753012,
26.34,38.93,0.02753012,0.040060241
26.35,38.94,0.028301205,0.040060241
26.36,38.96,0.028301205,
26.37,38.97,0.028301205,0.038325301
26.38,38.99,0.028301205,0.038325301
26.39,39,0.029301205,
26.4,39.02,0.029301205,0.038325301
26.41,39.04,0.029301205,0.038325301
26.42,39.05,0.029301205,0.036674699
26.43,39.06,0.031590361,
26.44,39.08,0.031590361,0.036674699
26.45,39.09,0.031590361,0.036674699
26.46,39.11,0.031590361,
26.47,39.12,0.033493976,0.036674699
26.48,39.14,0.033493976,0.034710843
26.49,39.15,0.033493976,
26.5,39.16,0.033493976,0.034710843
26.51,39.18,0.034915663,0.034710843
26.52,39.2,0.034915663,
26.53,39.21,0.034915663,0.034710843
26.54,39.22,0.034915663,0.03326506
26.55,39.24,0.036759036,
26.56,39.25,0.036759036,0.03326506
26.57,39.27,0.036759036,0.03326506
26.58,39.28,0.036759036,
26.59,39.3,0.038807229,0.03326506
26.6,39.31,0.038807229,0.032024096
26.61,39.33,0.038807229,
26.62,39.34,0.038807229,0.032024096
26.63,39.36,0.04086747,0.032024096
26.64,39.37,0.04086747,
26.65,39.39,0.04086747,0.032024096
26.66,39.4,0.04086747,0.030710843
26.67,39.42,0.040951807,
26.68,39.43,0.040951807,0.030710843
26.69,39.45,0.040951807,0.030710843
26.7,39.46,0.040951807,0.030710843
26.71,39.48,0.04113253,
26.72,39.49,0.04113253,0.028674699
26.73,39.51,0.04113253,0.028674699
26.74,39.52,0.04113253,
26.75,39.53,0.039879518,0.028674699
26.76,39.55,0.039879518,0.028674699
26.77,39.56,0.039879518,
26.78,39.58,0.039879518,0.028361446
26.79,39.59,0.038542169,0.028361446
26.8,39.61,0.038542169,
26.81,39.62,0.038542169,0.028361446
26.82,39.64,0.038542169,0.028361446
26.83,39.65,0.036349398,
26.84,39.67,0.036349398,0.028144578
26.85,39.68,0.036349398,0.028144578
26.86,39.7,0.036349398,
26.87,39.71,0.034626506,0.028144578
26.88,39.73,0.034626506,0.028144578
26.89,39.74,0.034626506,
26.9,39.76,0.034626506,0.02839759
26.91,39.77,0.032771084,0.02839759
26.92,39.78,0.032771084,
26.93,39.8,0.032771084,0.02839759
26.94,39.82,0.032771084,0.02839759
26.95,39.83,0.031722892,
26.96,39.84,0.031722892,0.028843373
26.97,39.86,0.031722892,0.028843373
26.98,39.87,0.031722892,0.028843373
26.99,39.89,0.029385542,
27,39.9,0.029385542,0.028843373
27.01,39.92,0.029385542,0.030228916
27.02,39.93,0.029385542,
27.03,39.95,0.027590361,0.030228916
27.04,39.96,0.027590361,0.030228916
27.05,39.98,0.027590361,
27.06,39.99,0.027590361,0.030228916
27.07,40.01,0.027361446,0.03260241
27.08,40.02,0.027361446,
27.09,40.04,0.027361446,0.03260241
27.1,40.05,0.027361446,0.03260241
27.11,40.07,0.027590361,
27.12,40.08,0.027590361,0.03260241
27.13,40.1,0.027590361,0.033903614
27.14,40.11,0.027590361,
27.15,40.12,0.027783133,0.033903614
27.16,40.14,0.027783133,0.033903614
27.17,40.16,0.027783133,
27.18,40.17,0.027783133,0.033903614
27.19,40.18,0.028927711,0.035518072
27.2,40.2,0.028927711,
27.21,40.21,0.028927711,0.035518072
27.22,40.23,0.028927711,0.035518072
27.23,40.24,0.030795181,
27.24,40.26,0.030795181,0.035518072
27.25,40.27,0.030795181,0.037108434
27.26,40.29,0.030795181,0.037108434
27.27,40.3,0.032746988,
27.28,40.32,0.032746988,0.037108434
27.29,40.33,0.032746988,
27.3,40.35,0.032746988,0.037108434
27.31,40.36,0.034445783,0.039036145
27.32,40.38,0.034445783,0.039036145
27.33,40.39,0.034445783,
27.34,40.41,0.034445783,0.039036145
27.35,40.42,0.036349398,0.039036145
27.36,40.44,0.036349398,
27.37,40.45,0.036349398,0.040240964
27.38,40.47,0.036349398,0.040240964
27.39,40.48,0.037698795,
27.4,40.49,0.037698795,0.040240964
27.41,40.51,0.037698795,0.040240964
27.42,40.52,0.037698795,
27.43,40.54,0.040481928,0.040445783
27.44,40.55,0.040481928,0.040445783
27.45,40.57,0.040481928,
27.46,40.58,0.040481928,0.040445783
27.47,40.6,0.041144578,0.040445783
27.48,40.61,0.041144578,
27.49,40.63,0.041144578,0.040361446
27.5,40.64,0.041144578,0.040361446
27.51,40.66,0.041216867,
27.52,40.67,0.041216867,0.040361446
27.53,40.69,0.041216867,0.040361446
27.54,40.7,0.041216867,
27.55,40.72,0.040457831,0.038903614
27.56,40.73,0.040457831,0.038903614
27.57,40.74,0.040457831,
27.58,40.76,0.040457831,0.038903614
27.59,40.78,0.038975904,0.038903614
27.6,40.79,0.038975904,0.03739759
27.61,40.8,0.038975904,
27.62,40.82,0.038975904,0.03739759
27.63,40.83,0.036903614,0.03739759
27.64,40.85,0.036903614,
27.65,40.86,0.036903614,0.03739759
27.66,40.88,0.036903614,0.035277108
27.67,40.89,0.035144578,
27.68,40.91,0.035144578,0.035277108
27.69,40.92,0.035144578,0.035277108
27.7,40.94,0.035144578,
27.71,40.95,0.033674699,0.035277108
27.72,40.97,0.033674699,0.033903614
27.73,40.98,0.033674699,
27.74,41,0.033674699,0.033903614
27.75,41.01,0.032168675,0.033903614
27.76,41.03,0.032168675,
27.77,41.04,0.032168675,0.033903614
27.78,41.06,0.032168675,0.032024096
27.79,41.07,0.030048193,
27.8,41.08,0.030048193,0.032024096
27.81,41.1,0.030048193,0.032024096
27.82,41.11,0.030048193,
27.83,41.13,0.028168675,0.032024096
27.84,41.14,0.028168675,0.031240964
27.85,41.16,0.028168675,
27.86,41.17,0.028168675,0.031240964
27.87,41.19,0.027445783,0.031240964
27.88,41.2,0.027445783,0.031240964
27.89,41.22,0.027445783,
27.9,41.23,0.027445783,0.029385542
27.91,41.25,0.02746988,
27.92,41.26,0.02746988,0.029385542
27.93,41.28,0.02746988,0.029385542
27.94,41.29,0.02746988,0.029385542
27.95,41.31,0.027795181,
27.96,41.32,0.027795181,0.028204819
27.97,41.34,0.027795181,0.028204819
27.98,41.35,0.027795181,
27.99,41.36,0.028662651,0.028204819
28,41.38,0.028662651,0.028204819
28.01,41.4,0.028662651,
28.02,41.41,0.028662651,0.027891566
28.03,41.42,0.03,0.027891566
28.04,41.44,0.03,
28.05,41.45,0.03,0.027891566
28.06,41.47,0.03,0.027891566
28.07,41.48,0.032240964,
28.08,41.5,0.032240964,0.028144578
28.09,41.51,0.032240964,0.028144578
28.1,41.53,0.032240964,
28.11,41.54,0.033975904,0.028144578
28.12,41.56,0.033975904,0.028144578
28.13,41.57,0.033975904,
28.14,41.59,0.033975904,0.028554217
28.15,41.6,0.035590361,0.028554217
28.16,41.62,0.035590361,
28.17,41.63,0.035590361,0.028554217
28.18,41.65,0.035590361,0.028554217
28.19,41.66,0.037,
28.2,41.68,0.037,0.029855422
28.21,41.69,0.037,0.029855422
28.22,41.7,0.037,
28.23,41.72,0.039927711,0.029855422
28.24,41.73,0.039927711,0.029855422
28.25,41.75,0.039927711,
28.26,41.76,0.039927711,0.031843373
28.27,41.78,0.041,0.031843373
28.28,41.79,0.041,0.031843373
28.29,41.81,0.041,
28.3,41.82,0.041,0.031843373
28.31,41.84,0.041373494,0.033566265
28.32,41.85,0.041373494,
28.33,41.87,0.041373494,0.033566265
28.34,41.88,0.041373494,0.033566265
28.35,41.9,0.040963855,
28.36,41.91,0.040963855,0.033566265
28.37,41.93,0.040963855,0.035108434
28.38,41.94,0.040963855,
28.39,41.96,0.039180723,0.035108434
28.4,41.97,0.039180723,0.035108434
28.41,41.98,0.039180723,
28.42,42,0.039180723,0.035108434
28.43,42.02,0.038048193,0.036855422
28.44,42.03,0.038048193,
28.45,42.04,0.038048193,0.036855422
28.46,42.06,0.038048193,0.036855422
28.47,42.07,0.035939759,
28.48,42.09,0.035939759,0.036855422
28.49,42.1,0.035939759,0.038180723
28.5,42.12,0.035939759,
28.51,42.13,0.034325301,0.038180723
28.52,42.15,0.034325301,0.038180723
28.53,42.17,0.034325301,
28.54,42.18,0.034325301,0.038180723
28.55,42.19,0.032313253,0.040313253
28.56,42.21,0.032313253,0.040313253
28.57,42.22,0.032313253,
28.58,42.24,0.032313253,0.040313253
28.59,42.25,0.03086747,0.040313253
28.6,42.27,0.03086747,
28.61,42.28,0.03086747,0.040614458
28.62,42.3,0.03086747,0.040614458
28.63,42.31,0.02853012,
28.64,42.32,0.02853012,0.040614458
28.65,42.34,0.02853012,0.040614458
28.66,42.35,0.02853012,
28.67,42.37,0.027674699,0.040409639
28.68,42.38,0.027674699,0.040409639
28.69,42.4,0.027674699,
28.7,42.41,0.027674699,0.040409639
28.71,42.43,0.027385542,0.040409639
28.72,42.44,0.027385542,
28.73,42.46,0.027385542,0.039638554
28.74,42.47,0.027385542,0.039638554
28.75,42.49,0.027481928,
28.76,42.5,0.027481928,0.039638554
28.77,42.52,0.027481928,0.039638554
28.78,42.53,0.027481928,
28.79,42.55,0.028096386,0.038481928
28.8,42.56,0.028096386,0.038481928
28.81,42.58,0.028096386,
28.82,42.59,0.028096386,0.038481928
28.83,42.6,0.029457831,0.038481928
28.84,42.62,0.029457831,0.036096386
28.85,42.64,0.029457831,
28.86,42.65,0.029457831,0.036096386
28.87,42.66,0.031337349,
28.88,42.68,0.031337349,0.036096386
28.89,42.69,0.031337349,0.036096386
28.9,42.71,0.031337349,
28.91,42.72,0.033240964,0.034578313
28.92,42.74,0.033240964,0.034578313
28.93,42.75,0.033240964,0.034578313
28.94,42.77,0.033240964,
28.95,42.78,0.035096386,0.034578313
28.96,42.8,0.035096386,0.032686747
28.97,42.81,0.035096386,
28.98,42.83,0.035096386,0.032686747
28.99,42.84,0.037,0.032686747
29,42.86,0.037,
29.01,42.87,0.037,0.032686747
29.02,42.89,0.037,0.031614458
29.03,42.9,0.039313253,
29.04,42.92,0.039313253,0.031614458
29.05,42.93,0.039313253,0.031614458
29.06,42.95,0.039313253,
29.07,42.96,0.040951807,0.031614458
29.08,42.97,0.040951807,0.029903614
29.09,42.99,0.040951807,
29.1,43,0.040951807,0.029903614
29.11,43.02,0.041253012,0.029903614
29.12,43.03,0.041253012,
29.13,43.05,0.041253012,0.029903614
29.14,43.06,0.041253012,0.028542169
29.15,43.08,0.040927711,
29.16,43.09,0.040927711,0.028542169
29.17,43.11,0.040927711,0.028542169
29.18,43.12,0.040927711,0.028542169
29.19,43.14,0.040168675,
29.2,43.15,0.040168675,0.028168675
29.21,43.17,0.040168675,0.028168675
29.22,43.18,0.040168675,
29.23,43.2,0.038373494,0.028168675
29.24,43.21,0.038373494,0.028168675
29.25,43.22,0.038373494,
29.26,43.24,0.038373494,0.028144578
29.27,43.25,0.036433735,0.028144578
29.28,43.27,0.036433735,
29.29,43.28,0.036433735,0.028144578
29.3,43.3,0.036433735,0.028144578
29.31,43.31,0.034771084,
29.32,43.33,0.034771084,0.028277108
29.33,43.34,0.034771084,0.028277108
29.34,43.36,0.034771084,
29.35,43.37,0.032722892,0.028277108
29.36,43.39,0.032722892,0.028277108
29.37,43.4,0.032722892,
29.38,43.42,0.032722892,0.029385542
29.39,43.43,0.031807229,0.029385542
29.4,43.45,0.031807229,
29.41,43.46,0.031807229,0.029385542
29.42,43.48,0.031807229,0.029385542
29.43,43.49,0.029301205,
29.44,43.51,0.029301205,0.030819277
29.45,43.52,0.029301205,0.030819277
29.46,43.54,0.029301205,0.030819277
29.47,43.55,0.027759036,
29.48,43.56,0.027759036,0.030819277
29.49,43.58,0.027759036,
29.5,43.6,0.027759036,0.033024096
29.51,43.61,0.027072289,0.033024096
29.52,43.62,0.027072289,0.033024096
29.53,43.64,0.027072289,
29.54,43.65,0.027072289,0.033024096
29.55,43.67,0.027385542,
29.56,43.68,0.027385542,0.03460241
29.57,43.7,0.027385542,0.03460241
29.58,43.71,0.027385542,0.03460241
29.59,43.73,0.027831325,
29.6,43.74,0.027831325,0.03460241
29.61,43.76,0.027831325,0.036228916
29.62,43.77,0.027831325,
29.63,43.78,0.029024096,0.036228916
29.64,43.8,0.029024096,0.036228916
29.65,43.82,0.029024096,
29.66,43.83,0.029024096,0.036228916
29.67,43.84,0.030819277,0.03746988
29.68,43.86,0.030819277,
29.69,43.87,0.030819277,0.03746988
29.7,43.89,0.030819277,0.03746988
29.71,43.9,0.032722892,
29.72,43.92,0.032722892,0.03746988
29.73,43.93,0.032722892,0.039795181
29.74,43.95,0.032722892,
29.75,43.97,0.034361446,0.039795181
29.76,43.98,0.034361446,0.039795181
29.77,43.99,0.034361446,
29.78,44.01,0.034361446,0.039795181
29.79,44.02,0.03646988,0.040783133
29.8,44.04,0.03646988,0.040783133
29.81,44.05,0.03646988,
29.82,44.07,0.03646988,0.040783133
29.83,44.08,0.038036145,0.040783133
29.84,44.1,0.038036145,
29.85,44.11,0.038036145,0.040638554
29.86,44.12,0.038036145,0.040638554
29.87,44.14,0.040590361,
29.88,44.16,0.040590361,0.040638554
29.89,44.17,0.040590361,0.040638554
29.9,44.18,0.040590361,
29.91,44.2,0.041204819,0.040156627
29.92,44.21,0.041204819,0.040156627
29.93,44.23,0.041204819,
29.94,44.24,0.041204819,0.040156627
29.95,44.26,0.041216867,0.040156627
29.96,44.27,0.041216867,
29.97,44.29,0.041216867,0.038686747
29.98,44.3,0.041216867,0.038686747
29.99,44.32,0.040746988,
30,44.33,0.040746988,0.038686747
30.01,44.35,0.040746988,0.038686747
30.02,44.36,0.040746988,
30.03,44.38,0.039253012,0.036855422
30.04,44.39,0.039253012,0.036855422
30.05,44.41,0.039253012,
30.06,44.42,0.039253012,0.036855422
30.07,44.44,0.037096386,0.036855422
30.08,44.45,0.037096386,0.035204819
30.09,44.46,0.037096386,
30.1,44.48,0.037096386,0.035204819
30.11,44.49,0.035385542,
30.12,44.51,0.035385542,0.035204819
30.13,44.52,0.035385542,0.035204819
30.14,44.54,0.035385542,0.033493976
30.15,44.55,0.033650602,
30.16,44.57,0.033650602,0.033493976
30.17,44.58,0.033650602,0.033493976
30.18,44.6,0.033650602,
30.19,44.61,0.032108434,0.033493976
30.2,44.63,0.032108434,0.032180723
30.21,44.64,0.032108434,
30.22,44.66,0.032108434,0.032180723
30.23,44.67,0.02986747,0.032180723
30.24,44.69,0.02986747,
30.25,44.7,0.02986747,0.032180723
30.26,44.72,0.02986747,0.030638554
30.27,44.73,0.027903614,
30.28,44.75,0.027903614,0.030638554
30.29,44.76,0.027903614,0.030638554
30.3,44.78,0.027903614,
30.31,44.79,0.027457831,0.030638554
30.32,44.8,0.027457831,0.028795181
30.33,44.82,0.027457831,
30.34,44.83,0.027457831,0.028795181
30.35,44.85,0.027144578,0.028795181
30.36,44.86,0.027144578,
30.37,44.88,0.027144578,0.028795181
30.38,44.89,0.027144578,0.028
30.39,44.91,0.027433735,
30.4,44.92,0.027433735,0.028
30.41,44.94,0.027433735,0.028
30.42,44.95,0.027433735,0.028
30.43,44.97,0.028385542,
30.44,44.98,0.028385542,0.027831325
30.45,45,0.028385542,
30.46,45.01,0.028385542,0.027831325
30.47,45.03,0.029939759,0.027831325
30.48,45.04,0.029939759,0.027831325
30.49,45.06,0.029939759,
30.5,45.07,0.029939759,0.028072289
30.51,45.08,0.032289157,0.028072289
30.52,45.1,0.032289157,
30.53,45.12,0.032289157,0.028072289
30.54,45.13,0.032289157,0.028072289
30.55,45.14,0.033674699,
30.56,45.16,0.033674699,0.028987952
30.57,45.17,0.033674699,0.028987952
30.58,45.19,0.033674699,
30.59,45.2,0.035819277,0.028987952
30.6,45.22,0.035819277,0.028987952
30.61,45.23,0.035819277,
30.62,45.25,0.035819277,0.030012048
30.63,45.26,0.037168675,0.030012048
30.64,45.28,0.037168675,
30.65,45.29,0.037168675,0.030012048
30.66,45.31,0.037168675,0.030012048
30.67,45.32,0.040180723,
30.68,45.34,0.040180723,0.032421687
30.69,45.35,0.040180723,0.032421687
30.7,45.36,0.040180723,0.032421687
30.71,45.38,0.041180723,
30.72,45.4,0.041180723,0.032421687
30.73,45.41,0.041180723,
30.74,45.42,0.041180723,0.033915663
30.75,45.44,0.041313253,0.033915663
30.76,45.45,0.041313253,0.033915663
30.77,45.47,0.041313253,
30.78,45.48,0.041313253,0.033915663
30.79,45.5,0.041024096,0.035807229
30.8,45.51,0.041024096,
30.81,45.53,0.041024096,0.035807229
30.82,45.54,0.041024096,0.035807229
30.83,45.56,0.03953012,
30.84,45.57,0.03953012,0.035807229
30.85,45.59,0.03953012,0.037036145
30.86,45.6,0.03953012,
30.87,45.62,0.037879518,0.037036145
30.88,45.63,0.037879518,0.037036145
30.89,45.65,0.037879518,
30.9,45.66,0.037879518,0.037036145
30.91,45.68,0.035843373,0.039180723
30.92,45.69,0.035843373,
30.93,45.7,0.035843373,0.039180723
30.94,45.72,0.035843373,0.039180723
30.95,45.73,0.034313253,
30.96,45.75,0.034313253,0.039180723
30.97,45.76,0.034313253,0.040626506
30.98,45.78,0.034313253,
30.99,45.79,0.032385542,0.040626506
31,45.81,0.032385542,0.040626506
31.01,45.82,0.032385542,
31.02,45.84,0.032385542,0.040626506
31.03,45.85,0.030819277,0.040662651
31.04,45.87,0.030819277,
31.05,45.88,0.030819277,0.040662651
31.06,45.9,0.030819277,0.040662651
31.07,45.91,0.028481928,0.040662651
31.08,45.93,0.028481928,
31.09,45.94,0.028481928,0.040421687
31.1,45.96,0.028481928,0.040421687
31.11,45.97,0.027445783,
31.12,45.98,0.027445783,0.040421687
31.13,46,0.027445783,0.040421687
31.14,46.02,0.027445783,
31.15,46.03,0.027036145,0.039385542
31.16,46.04,0.027036145,0.039385542
31.17,46.06,0.027036145,
31.18,46.07,0.027036145,0.039385542
31.19,46.09,0.027313253,0.039385542
31.2,46.1,0.027313253,
31.21,46.12,0.027313253,0.037542169
31.22,46.13,0.027313253,0.037542169
31.23,46.15,0.028048193,
31.24,46.16,0.028048193,0.037542169
31.25,46.18,0.028048193,
31.26,46.19,0.028048193,0.037542169
31.27,46.21,0.029409639,0.035650602
31.28,46.22,0.029409639,0.035650602
31.29,46.24,0.029409639,
31.3,46.25,0.029409639,0.035650602
31.31,46.27,0.031518072,0.035650602
31.32,46.28,0.031518072,
31.33,46.3,0.031518072,0.033819277
31.34,46.31,0.031518072,0.033819277
31.35,46.32,0.033168675,
31.36,46.34,0.033168675,0.033819277
31.37,46.35,0.033168675,0.033819277
31.38,46.37,0.033168675,0.032108434
31.39,46.38,0.034987952,
31.4,46.4,0.034987952,0.032108434
31.41,46.41,0.034987952,0.032108434
31.42,46.43,0.034987952,
31.43,46.44,0.037048193,0.032108434
31.44,46.46,0.037048193,0.030927711
31.45,46.47,0.037048193,
31.46,46.49,0.037048193,0.030927711
31.47,46.5,0.039180723,0.030927711
31.48,46.52,0.039180723,
31.49,46.53,0.039180723,0.030927711
31.5,46.55,0.039180723,0.02913253
31.51,46.56,0.041012048,
31.52,46.58,0.041012048,0.02913253
31.53,46.59,0.041012048,0.02913253
31.54,46.6,0.041012048,
31.55,46.62,0.04139759,0.02913253
31.56,46.64,0.04139759,0.02786747
31.57,46.65,0.04139759,
31.58,46.66,0.04139759,0.02786747
31.59,46.68,0.041144578,0.02786747
31.6,46.69,0.041144578,
31.61,46.71,0.041144578,0.02786747
31.62,46.72,0.041144578,0.027746988
31.63,46.74,0.039951807,
31.64,46.75,0.039951807,0.027746988
31.65,46.77,0.039951807,0.027746988
31.66,46.78,0.039951807,0.027746988
31.67,46.8,0.038686747,
31.68,46.81,0.038686747,0.027975904
31.69,46.83,0.038686747,
31.7,46.85,0.038686747,0.027975904
31.71,46.86,0.03646988,0.027975904
31.72,46.87,0.03646988,0.027975904
31.73,46.89,0.03646988,
31.74,46.9,0.03646988,0.02853012
31.75,46.92,0.03460241,0.02853012
31.76,46.93,0.03460241,
31.77,46.94,0.03460241,0.02853012
31.78,46.96,0.03460241,0.02853012
31.79,46.98,0.032746988,
31.8,46.99,0.032746988,0.029807229
31.81,47,0.032746988,0.029807229
31.82,47.02,0.032746988,
31.83,47.03,0.03146988,0.029807229
31.84,47.05,0.03146988,0.029807229
31.85,47.06,0.03146988,
31.86,47.08,0.03146988,0.031722892
31.87,47.09,0.028915663,0.031722892
31.88,47.11,0.028915663,
31.89,47.12,0.028915663,0.031722892
31.9,47.14,0.028915663,0.031722892
31.91,47.15,0.027554217,
31.92,47.17,0.027554217,0.03326506
31.93,47.18,0.027554217,0.03326506
31.94,47.2,0.027554217,
31.95,47.21,0.027156627,0.03326506
31.96,47.23,0.027156627,0.03326506
31.97,47.24,0.027156627,
31.98,47.26,0.027156627,0.035012048
31.99,47.27,0.027072289,0.035012048
32,47.28,0.027072289,
32.01,47.3,0.027072289,0.035012048
32.02,47.31,0.027072289,0.035012048
32.03,47.33,0.027457831,
32.04,47.35,0.027457831,0.036807229
32.05,47.36,0.027457831,0.036807229
32.06,47.37,0.027457831,0.036807229
32.07,47.39,0.028795181,
32.08,47.4,0.028795181,0.036807229
32.09,47.42,0.028795181,0.038289157
32.1,47.43,0.028795181,
32.11,47.45,0.030698795,0.038289157
32.12,47.46,0.030698795,0.038289157
32.13,47.48,0.030698795,
32.14,47.49,0.030698795,0.038289157
32.15,47.51,0.032493976,0.040060241
32.16,47.52,0.032493976,
32.17,47.54,0.032493976,0.040060241
32.18,47.55,0.032493976,0.040060241
32.19,47.56,0.034168675,
32.2,47.58,0.034168675,0.040060241
32.21,47.6,0.034168675,0.040746988
32.22,47.61,0.034168675,
32.23,47.62,0.036493976,0.040746988
32.24,47.64,0.036493976,0.040746988
32.25,47.65,0.036493976,
32.26,47.67,0.036493976,0.040746988
32.27,47.68,0.038240964,0.040674699
32.28,47.7,0.038240964,0.040674699
32.29,47.71,0.038240964,
32.3,47.73,0.038240964,0.040674699
32.31,47.74,0.040795181,
32.32,47.76,0.040795181,0.040674699
32.33,47.77,0.040795181,0.039759036
32.34,47.79,0.040795181,0.039759036
32.35,47.8,0.041698795,
32.36,47.82,0.041698795,0.039759036
32.37,47.83,0.041698795,0.039759036
32.38,47.85,0.041698795,
32.39,47.86,0.041481928,0.038289157
32.4,47.88,0.041481928,0.038289157
32.41,47.89,0.041481928,
32.42,47.9,0.041481928,0.038289157
32.43,47.92,0.040722892,0.038289157
32.44,47.93,0.040722892,
32.45,47.95,0.040722892,0.036144578
32.46,47.96,0.040722892,0.036144578
32.47,47.98,0.038987952,
32.48,47.99,0.038987952,0.036144578
32.49,48.01,0.038987952,0.036144578
32.5,48.02,0.038987952,
32.51,48.04,0.037012048,0.03453012
32.52,48.05,0.037012048,0.03453012
32.53,48.07,0.037012048,
32.54,48.08,0.037012048,0.03453012
32.55,48.1,0.035493976,0.03453012
32.56,48.11,0.035493976,
32.57,48.13,0.035493976,0.032722892
32.58,48.14,0.035493976,0.032722892
32.59,48.16,0.033457831,
32.6,48.17,0.033457831,0.032722892
32.61,48.18,0.033457831,0.032722892
32.62,48.2,0.033457831,0.031903614
32.63,48.22,0.032120482,
32.64,48.23,0.032120482,0.031903614
32.65,48.24,0.032120482,0.031903614
32.66,48.26,0.032120482,
32.67,48.27,0.02960241,0.031903614
32.68,48.29,0.02960241,0.029771084
32.69,48.3,0.02960241,
32.7,48.32,0.02960241,0.029771084
32.71,48.33,0.027963855,0.029771084
32.72,48.35,0.027963855,
32.73,48.36,0.027963855,0.029771084
32.74,48.38,0.027963855,0.02826506
32.75,48.39,0.027072289,
32.76,48.41,0.027072289,0.02826506
32.77,48.42,0.027072289,0.02826506
32.78,48.44,0.027072289,
32.79,48.45,0.027096386,0.02826506
32.8,48.47,0.027096386,0.027939759
32.81,48.48,0.027096386,
32.82,48.5,0.027096386,0.027939759
32.83,48.51,0.027253012,0.027939759
32.84,48.52,0.027253012,
32.85,48.54,0.027253012,0.027939759
32.86,48.55,0.027253012,0.027710843
32.87,48.57,0.028253012,
32.88,48.58,0.028253012,0.027710843
32.89,48.6,0.028253012,0.027710843
32.9,48.61,0.028253012,0.027710843
32.91,48.63,0.029759036,
32.92,48.64,0.029759036,0.028253012
32.93,48.66,0.029759036,
32.94,48.67,0.029759036,0.028253012
32.95,48.69,0.032337349,0.028253012
32.96,48.7,0.032337349,0.028253012
32.97,48.72,0.032337349,
